"","Region","Site_ID","Site_Visit","X","SbWtrshd.x","Date","O","H","Opm","Hpm","P.18O.","P.2H.","Ps.18O.","Ps.2H.","X18O_snow","X2H_snow","X18O_rain","X2H_rain","met_station","rh","temp","EI","starO","starH","sslO","sslH","EO","EH","slope","input","IO","IH","X2","per.rain","SbWtrshd.y","Y_Lat","X_Long"
"51","Grassland","145",4,59,"05CG","2014-06-30",-12.77,-111.17,-0.01277,-0.11117,-0.019041667,-0.14725,-0.0136,-0.1055,-24.3,-187.559,-13.6,-100.568,"Hand Hills",0.670096774193548,286.204838709677,0.231871067443308,-0.0014060963238564,-0.0559729054540226,-0.00736843281787043,-0.0892944247930632,-0.0350185780478788,-0.207173406435785,4.31503560493558,-56.0669953249727,-17.9288015410574,-133.430412328459,-25.5372721354167,63.7370959466167,"05CG",51.60375,-112.20631
"52","Grassland","145",5,60,"05CG","2014-08-06",-7.63,-86.7,-0.00763,-0.0867,-0.019041667,-0.14725,-0.0136,-0.1055,-24.3,-187.559,-13.6,-100.568,"Hand Hills",0.647322580645161,291.504838709677,0.696934343584388,-0.000367849928216025,-0.0540250150878785,-0.00711369241302223,-0.0901871089241153,-0.0204709078181354,-0.138260319305355,4.01531729964879,-56.0631290036797,-16.5792696612598,-122.634157290079,-25.5372721354167,75.0422908394573,"05CG",51.60375,-112.20631
"53","Grassland","149",2,62,"05CG","2014-05-18",-12.74,-119.69,-0.01274,-0.11969,-0.019091667,-0.147416667,-0.013625,-0.1055,-24.4,-188.372,-13.625,-100.77125,"Hand Hills",0.611322580645161,279.411290322581,0.374826729079043,0.00263545488763793,-0.0342714720255092,-0.00602479499737211,-0.0833500433474443,-0.0359389958334455,-0.231194400745487,4.80643220706706,-58.4560536819656,-21.4356037261687,-161.48482980935,-25.6273810068766,34.9245477068783,"05CG",51.47505,-112.03918
"54","Grassland","149",3,63,"05CG","2014-06-14",-10.51,-106.58,-0.01051,-0.10658,-0.019091667,-0.147416667,-0.013625,-0.1055,-24.4,-188.372,-13.625,-100.77125,"Hand Hills",0.639258064516129,285.140322580645,0.537131325686184,0.000437769123439839,-0.0474595512199903,-0.00678280516474119,-0.087411748524874,-0.029172584465796,-0.195374057613039,4.75786500930657,-56.5748387521879,-20.5342587348434,-154.274069878747,-25.6273810068766,42.4342659103655,"05CG",51.47505,-112.03918
"55","Grassland","149",4,64,"05CG","2014-06-30",-9.43,-101.33,-0.00943,-0.10133,-0.019091667,-0.147416667,-0.013625,-0.1055,-24.4,-188.372,-13.625,-100.77125,"Hand Hills",0.670096774193548,286.204838709677,0.77365515933829,-0.00143140537453757,-0.0559729054540226,-0.00740208952856776,-0.0893552680713391,-0.025089879023045,-0.180218854898272,5.03764140081667,-53.8250415902988,-21.5453462007922,-162.362769606338,-25.6273810068766,34.0102085056763,"05CG",51.47505,-112.03918
"56","Grassland","149",1,61,"05CG","2014-05-15",-13.33,-121.02,-0.01333,-0.12102,-0.019091667,-0.147416667,-0.013625,-0.1055,-24.4,-188.372,-13.625,-100.77125,"Hand Hills",0.604354838709677,278.691935483871,0.304490516131245,0.00317840555537815,-0.0312559876504279,-0.0058580818240937,-0.0825946619177064,-0.0375059194542548,-0.234359180408865,4.68810216808189,-58.5275980994684,-20.6913381925735,-155.530705540588,-25.6273810068766,41.1255301050273,"05CG",51.47505,-112.03918
"57","Grassland","149",5,65,"05CG","2014-08-05",-6.83,-86.88,-0.00683,-0.08688,-0.019091667,-0.147416667,-0.013625,-0.1055,-24.4,-188.372,-13.625,-100.77125,"Hand Hills",0.645032258064516,291.420967741935,1.05999543346707,-0.000253839361739732,-0.0534206438952009,-0.00710317481380063,-0.0901219960242544,-0.0183403503075256,-0.139113574183966,4.53796563861442,-55.8856946882635,-19.0309187635834,-142.247350108668,-25.6273810068766,54.9596137592521,"05CG",51.47505,-112.03918
"58","Grassland","152",1,1,"05BN","2014-05-06",-13.12,-128.2,-0.01312,-0.1282,-0.017808333,-0.137916667,-0.01245,-0.09725,-23.16666667,-178.345,-12.45,-91.2185,"Tide Lake",0.637193548387097,278.804838709677,0.502605078985978,0.00214245329645956,-0.0328772948342277,-0.00528093083900342,-0.0754412152821305,-0.0388762975213396,-0.268114956177265,5.43226199578346,-56.928722615321,-26.0652459500992,-198.521967600794,-24.1557954152425,0,"05BN",50.36146,-111.42342
"59","Grassland","152",2,2,"05BN","2014-05-25",-8.94,-105.28,-0.00894,-0.10528,-0.017808333,-0.137916667,-0.01245,-0.09725,-23.16666667,-178.345,-12.45,-91.2185,"Tide Lake",0.618903225806452,282.275806451613,0.899388252578333,0.00311719042062463,-0.0304453746039365,-0.00505844127427496,-0.0759853333500962,-0.027743179756167,-0.207050143881828,5.41239009580012,-56.8932325435469,-25.8513589838153,-196.810871870522,-24.1557954152425,0,"05BN",50.36146,-111.42342
"60","Grassland","152",3,3,"05BN","2014-06-24",-10.75,-97.9,-0.01075,-0.0979,-0.017808333,-0.137916667,-0.01245,-0.09725,-23.16666667,-178.345,-12.45,-91.2185,"Tide Lake",0.649064516129032,286.620967741935,0.276771976771261,0.000950983438224793,-0.042356156630958,-0.00579534179154876,-0.0794471099259088,-0.031585611445662,-0.185458383688744,4.20234289342028,-52.7248138957319,-16.5167133670538,-122.13370693643,-24.1557954152425,65.2589745267682,"05BN",50.36146,-111.42342
"61","Grassland","153",1,4,"05BN","2014-05-06",-18.8,-157.41,-0.0188,-0.15741,-0.018033333,-0.140083333,-0.01265,-0.09925,-23.3,-179.429,-12.65,-92.8445,"Tide Lake",0.637193548387097,278.804838709677,0.169509187878957,0.00193949801251516,-0.0350199095230469,-0.00549208862649862,-0.0775935760125973,-0.0537991361727858,-0.337054546551992,5.13282801224327,-60.9128333698264,-24.732675149114,-187.861401192912,-24.4483896891276,0,"05BN",50.51392,-111.50092
"62","Grassland","153",2,5,"05BN","2014-05-31",-12.65,-129.19,-0.01265,-0.12919,-0.018033333,-0.140083333,-0.01265,-0.09925,-23.3,-179.429,-12.65,-92.8445,"Tide Lake",0.60041935483871,283.879032258065,0.572832930430632,0.00408019544796144,-0.0283247980274301,-0.00497717318951588,-0.0778793011514435,-0.0367665082456064,-0.255802554669576,5.25003675408286,-62.7770350608519,-26.4647300900852,-201.717840720682,-24.4483896891276,0,"05BN",50.51392,-111.50092
"63","Grassland","153",3,6,"05BN","2014-06-24",-8,-94.37,-0.008,-0.09437,-0.018033333,-0.140083333,-0.01265,-0.09925,-23.3,-179.429,-12.65,-92.8445,"Tide Lake",0.649064516129032,286.620967741935,0.878122168984307,0.0007482694524138,-0.0444777713490285,-0.0060060703924066,-0.0815862108941832,-0.0235777968659446,-0.173019272976726,5.04880591610906,-53.9795526711275,-21.6792087719202,-163.433670175362,-24.4483896891276,23.4708378869639,"05BN",50.51392,-111.50092
"64","Grassland","153",4,7,"05BN","2014-07-09",-7.33,-93.68,-0.00733,-0.09368,-0.018033333,-0.140083333,-0.01265,-0.09925,-23.3,-179.429,-12.65,-92.8445,"Tide Lake",0.668709677419355,289.037096774194,1.41241982264489,-0.000504704872658226,-0.050854413265726,-0.00645420347151436,-0.083457489871646,-0.0206136364336361,-0.16806055572505,5.59941218631277,-52.6363086743274,-26.0920714156754,-198.736571325404,-24.4483896891276,0,"05BN",50.51392,-111.50092
"65","Grassland","153",5,8,"05BN","2014-07-28",-10.34,-98.91,-0.01034,-0.09891,-0.018033333,-0.140083333,-0.01265,-0.09925,-23.3,-179.429,-12.65,-92.8445,"Tide Lake",0.607838709677419,292.127419354839,0.333161294479362,0.0030355753234633,-0.0377082448826338,-0.00542710430742337,-0.0818354495738381,-0.0302646064812566,-0.17969627963179,4.05459850400491,-56.9854514685892,-16.9781076872873,-125.824861498299,-24.4483896891276,63.3161151536153,"05BN",50.51392,-111.50092
"66","Grassland","158",2,10,"05BN","2014-05-26",-12.66,-130.02,-0.01266,-0.13002,-0.018233333,-0.14225,-0.013,-0.1025,-23.06666667,-177.532,-13,-95.69,"Lathom",0.609967741935484,282.627419354839,0.60702064839721,0.00314249600784143,-0.0336610535388088,-0.00540458250527806,-0.0807326723000297,-0.036378780419211,-0.255950338541076,5.30930917675171,-62.8041458223233,-27.0577894692605,-206.462315754084,-24.470588684082,0,"05BN",50.55515,-112.49541
"67","Grassland","158",3,11,"05BN","2014-06-12",-9.58,-114.16,-0.00958,-0.11416,-0.018233333,-0.14225,-0.013,-0.1025,-23.06666667,-177.532,-13,-95.69,"Lathom",0.568258064516129,286.666129032258,0.825925394818723,0.00592121521538881,-0.023921870874704,-0.00476550033618473,-0.0804222444277136,-0.0291152605390441,-0.212906621305516,5.05478906248299,-65.7351207814129,-25.7146677735966,-195.717342188773,-24.470588684082,0,"05BN",50.55515,-112.49541
"68","Grassland","158",4,12,"05BN","2014-06-25",-9.74,-101.38,-0.00974,-0.10138,-0.018233333,-0.14225,-0.013,-0.1025,-23.06666667,-177.532,-13,-95.69,"Lathom",0.627451612903226,286.862903225806,0.521326471778581,0.00171339275451433,-0.0424003237383107,-0.00590155979226462,-0.0835311734702133,-0.0282878032909783,-0.185579995909808,4.53962092377607,-57.1640922024211,-19.4094608489289,-145.275686791431,-24.470588684082,44.1226511955446,"05BN",50.55515,-112.49541
"69","Grassland","158",1,9,"05BN","2014-05-13",-16.82,-147.53,-0.01682,-0.14753,-0.018233333,-0.14225,-0.013,-0.1025,-23.06666667,-177.532,-13,-95.69,"Lathom",0.622806451612903,279.179032258064,0.256411984131342,0.00250233739454013,-0.0344643699828171,-0.00551872595732461,-0.0798506422219864,-0.0474488476153795,-0.302978384539277,5.07522798413162,-62.1646653069061,-24.673603588716,-187.388828709728,-24.470588684082,0,"05BN",50.55515,-112.49541
"70","Grassland","165",2,14,"05BN","2014-06-01",-9.88,-112.21,-0.00988,-0.11221,-0.017833333,-0.13875,-0.0125,-0.09825,-23,-176.99,-12.5,-91.625,"Rolling Hills",0.602,284.182258064516,0.773326065004242,0.00410006252927491,-0.0280352212872489,-0.00484771951998336,-0.0769145236100632,-0.0301687919522667,-0.218696535084832,5.24853994931595,-60.3544253007584,-25.5698516441361,-194.558813153089,-24.0042368570964,0,"05BN",50.31702,-111.6562
"71","Grassland","165",3,15,"05BN","2014-06-23",-7.72,-92.5,-0.00772,-0.0925,-0.017833333,-0.13875,-0.0125,-0.09825,-23,-176.99,-12.5,-91.625,"Rolling Hills",0.641709677419355,286.872580645161,0.860182446079428,0.0013300566706508,-0.0417000961124093,-0.00570584729699047,-0.0801471948686019,-0.0233191942740426,-0.169931508866159,4.96381463720897,-54.1793510007468,-21.1381530875142,-159.105224700114,-24.0042368570964,24.9132889489686,"05BN",50.31702,-111.6562
"72","Grassland","165",4,16,"05BN","2014-07-08",-6.08,-84.15,-0.00608,-0.08415,-0.017833333,-0.13875,-0.0125,-0.09825,-23,-176.99,-12.5,-91.625,"Rolling Hills",0.669516129032258,288.95,1.5,-0.000393412784165018,-0.0499321054520725,-0.00629844100090555,-0.0823092174704071,-0.0171881889824219,-0.143799691538469,5.36988447287504,-51.5011024049197,-23.3834224278916,-177.067379423133,-24.0042368570964,5.39639818717579,"05BN",50.31702,-111.6562
"73","Grassland","165",1,13,"05BN","2014-05-08",-15.7,-139.31,-0.0157,-0.13931,-0.017833333,-0.13875,-0.0125,-0.09825,-23,-176.99,-12.5,-91.625,"Rolling Hills",0.622483870967742,279.13064516129,0.272982129939932,0.00303509277266533,-0.0297459938292757,-0.00504426877113811,-0.0756874875916156,-0.0453563414700844,-0.289705229515099,5.0712671239913,-59.6911061533366,-23.7956512607296,-180.365210085837,-24.0042368570964,1.8131198006245,"05BN",50.31702,-111.6562
"74","Grassland","173",5,21,"05BN","2014-07-31",-4.8,-77.04,-0.0048,-0.07704,-0.017658333,-0.1375,-0.012325,-0.09725,-22.96666667,-176.719,-12.325,-90.20225,"Rolling Hills",0.609193548387097,292.724193548387,1.14824587353068,0.00323971882837795,-0.0364151606081124,-0.00512488854989789,-0.0798075663263533,-0.0168466346802622,-0.131052811996127,4.48364322731762,-55.5185125088754,-18.6324985615427,-139.059988492342,-23.7568340301514,44.8251387755742,"05BN",50.16439,-111.53923
"75","Grassland","173",1,17,"05BN","2014-05-08",-13.72,-128.32,-0.01372,-0.12832,-0.017658333,-0.1375,-0.012325,-0.09725,-22.96666667,-176.719,-12.325,-90.20225,"Rolling Hills",0.622483870967742,279.13064516129,0.367844277615438,0.00321284582708074,-0.0286700259821222,-0.00486758158159503,-0.0745381710910931,-0.0405235106098255,-0.265106534532514,5.103306672163,-58.3026324579236,-23.579517997829,-178.636143982632,-23.7568340301514,1.55107248631057,"05BN",50.16439,-111.53923
"76","Grassland","173",2,18,"05BN","2014-05-25",-9.31,-109.45,-0.00931,-0.10945,-0.017658333,-0.1375,-0.012325,-0.09725,-22.96666667,-176.719,-12.325,-90.20225,"Rolling Hills",0.611032258064516,282.562903225806,0.880510392695507,0.00375956364807029,-0.0282813966850259,-0.00478101792616523,-0.0755005642919445,-0.0290160220678009,-0.21602552552879,5.40827190602471,-59.0989885549099,-26.6613572293857,-203.290857835085,-23.7568340301514,0,"05BN",50.16439,-111.53923
"77","Grassland","173",3,19,"05BN","2014-06-23",-8.89,-87.7,-0.00889,-0.0877,-0.017658333,-0.1375,-0.012325,-0.09725,-22.96666667,-176.719,-12.325,-90.20225,"Rolling Hills",0.641709677419355,286.872580645161,0.371027286638751,0.00150750756676965,-0.0406373848244829,-0.00552929625575237,-0.0790102876534199,-0.02681173755396,-0.159434964544251,4.00267911123387,-52.1161827011309,-15.5394536564976,-114.31562925198,-23.7568340301514,71.8815576921472,"05BN",50.16439,-111.53923
"78","Grassland","173",4,20,"05BN","2014-07-08",-8.35,-93.45,-0.00835,-0.09345,-0.017658333,-0.1375,-0.012325,-0.09725,-22.96666667,-176.719,-12.325,-90.20225,"Rolling Hills",0.669516129032258,288.95,0.741764692247949,-0.000216267313012846,-0.0488785230905001,-0.00612202197044433,-0.0811840342685523,-0.0242384470404257,-0.171148376366839,4.89024359455316,-52.6164659854811,-20.1354890292392,-151.083912233913,-23.7568340301514,31.6777254757277,"05BN",50.16439,-111.53923
"79","Grassland","184",1,66,"05CG","2014-05-13",-17.060535,-146.9758005,-0.01706,-0.14698,-0.018866667,-0.146083333,-0.01355,-0.10525,-23.83333333,-183.765,-13.55,-100.1615,"Drumheller East",0.7031,286.35,0.244733215153111,-0.0031150263635838,-0.0631690333024211,-0.0079076166970235,-0.0904048999867443,-0.048947488168738,-0.318315223113474,5.37311757535826,-55.3146141643881,-24.863927502692,-188.911420021536,-25.2295551300049,3.13049275630012,"05CG",51.41711,-112.56821
"80","Grassland","184",2,67,"05CG","2014-06-04",-13.19,-127.63,-0.01319,-0.12763,-0.018866667,-0.146083333,-0.01355,-0.10525,-23.83333333,-183.765,-13.55,-100.1615,"Drumheller East",0.7031,286.35,0.611306585246882,-0.0031150263635838,-0.0631690333024211,-0.0079076166970235,-0.0904048999867443,-0.0362280932232535,-0.259407911011244,5.720000771515,-52.1831898237171,-27.2733380989064,-208.186704791251,-25.2295551300049,0,"05CG",51.41711,-112.56821
"81","Grassland","184",3,68,"05CG","2014-06-19",-11.19,-116.34,-0.01119,-0.11634,-0.018866667,-0.146083333,-0.01355,-0.10525,-23.83333333,-183.765,-13.55,-100.1615,"Drumheller East",0.7031,286.35,0.943609020401681,-0.0031150263635838,-0.0631690333024211,-0.0079076166970235,-0.0904048999867443,-0.0296547625020729,-0.225037701521106,5.88676412755938,-50.4671094126105,-28.6135164565307,-218.908131652245,-25.2295551300049,0,"05CG",51.41711,-112.56821
"82","Grassland","184",4,69,"05CG","2014-06-29",-10.83,-109.29,-0.01083,-0.10929,-0.018866667,-0.146083333,-0.01355,-0.10525,-23.83333333,-183.765,-13.55,-100.1615,"Drumheller East",0.6883,287.89,0.638629740529719,-0.00241957850913189,-0.0608592905145922,-0.00767244388522253,-0.0901963145809279,-0.0287531958021672,-0.201550481054232,5.14754634567325,-53.5420730763587,-22.2762858846014,-168.210287076811,-25.2295551300049,25.2858025201363,"05CG",51.41711,-112.56821
"83","Grassland","184",5,70,"05CG","2014-08-14",-5.65,-83.9,-0.00565,-0.0839,-0.018866667,-0.146083333,-0.01355,-0.10525,-23.83333333,-183.765,-13.55,-100.1615,"Drumheller East",0.669193548387097,292.608064516129,1.5,-0.00160894042072044,-0.0594274518436503,-0.00745603437359352,-0.0909188952655357,-0.013536147657662,-0.126769243587495,5.43601837658269,-53.1864961723078,-24.6438958825656,-187.151167060525,-25.2295551300049,5.01439687488368,"05CG",51.41711,-112.56821
"84","Grassland","186",1,100,"05CH","2014-05-14",-13.27,-128.24,-0.01327,-0.12824,-0.019025,-0.147,-0.013475,-0.1045,-24.56666667,-189.727,-13.475,-99.55175,"Spondin",0.625870967741936,278.233870967742,0.476880654404662,0.00187864757699207,-0.0366944125431339,-0.00614250876081796,-0.0828223472326924,-0.0375996990455292,-0.255607092494515,5.23504595170568,-58.7709402208656,-24.8723628023004,-188.978902418403,-25.7018763224284,6.78434539005164,"05CH",51.83352,-111.7223
"85","Grassland","186",3,102,"05CH","2014-06-08",-9.13,-104.5,-0.00913,-0.1045,-0.019025,-0.147,-0.013475,-0.1045,-24.56666667,-189.727,-13.475,-99.55175,"Spondin",0.619,284.640322580645,0.826250353000543,0.00191733406806188,-0.0403230035094655,-0.00626084888567114,-0.085382803602258,-0.0263721969834815,-0.192259079907835,5.0897852513755,-58.0302606549416,-23.3763713441065,-177.010970752852,-25.7018763224284,19.0196164334802,"05CH",51.83352,-111.7223
"86","Grassland","186",4,103,"05CH","2014-07-09",-7.28,-89.52,-0.00728,-0.08952,-0.019025,-0.147,-0.013475,-0.1045,-24.56666667,-189.727,-13.475,-99.55175,"Spondin",0.701741935483871,288.362903225806,1.5,-0.00305458472023459,-0.063180499131791,-0.00793503042848219,-0.0907746498869726,-0.0168815261066085,-0.143188897849279,5.5896216136245,-48.8275546528137,-24.4059418161614,-185.247534529292,-25.7018763224284,10.5990644878757,"05CH",51.83352,-111.7223
"87","Grassland","186",5,104,"05CH","2014-08-22",-7.1,-79.73,-0.0071,-0.07973,-0.019025,-0.147,-0.013475,-0.1045,-24.56666667,-189.727,-13.475,-99.55175,"Spondin",0.734290322580645,291.23064516129,1.11977653556482,-0.00471561569877932,-0.0708062633959297,-0.00861023062710731,-0.0930804333288573,-0.0134761920114193,-0.101331882908668,3.38789717592899,-55.6759300509042,-14.2399102006432,-103.919281605146,-25.7018763224284,93.7440260253546,"05CH",51.83352,-111.7223
"88","Grassland","186",2,101,"05CH","2014-05-22",-12.28,-120.57,-0.01228,-0.12057,-0.019025,-0.147,-0.013475,-0.1045,-24.56666667,-189.727,-13.475,-99.55175,"Spondin",0.623838709677419,280.440322580645,0.490009978907227,0.00186726581317482,-0.0380836544806719,-0.00619118511753656,-0.0837451738981317,-0.0348108054985279,-0.234838195806218,5.07164272549795,-58.2902273308852,-23.3203195270965,-176.562556216772,-25.7018763224284,19.4780476429885,"05CH",51.83352,-111.7223
"89","Grassland","188",1,105,"05CH","2014-05-11",-13.29,-129.11,-0.01329,-0.12911,-0.018783333,-0.144833333,-0.0132,-0.1025,-24.23333333,-187.017,-13.2,-97.316,"Youngstown",0.654258064516129,277.917741935484,0.530646510305477,0.000371127097833818,-0.0426910892999007,-0.00642138273613889,-0.0821810596693659,-0.038152411370693,-0.266216742888437,5.51461967402142,-55.8207045322554,-26.4831518316374,-201.865214653099,-25.7765019734701,0,"05CH",51.52898,-111.32799
"90","Grassland","188",2,106,"05CH","2014-06-02",-6.48,-96.04,-0.00648,-0.09604,-0.018783333,-0.144833333,-0.0132,-0.1025,-24.23333333,-187.017,-13.2,-97.316,"Youngstown",0.592741935483871,283.772580645161,1.46863275304059,0.00408001010847246,-0.029248343915569,-0.00546449895343912,-0.0814910944699387,-0.021215909542589,-0.177022202633356,5.49556865827015,-60.4287150944095,-28.1216394000896,-214.973115200717,-25.7765019734701,0,"05CH",51.52898,-111.32799
"91","Grassland","188",4,107,"05CH","2014-06-27",-11.17,-97.38,-0.01117,-0.09738,-0.018783333,-0.144833333,-0.0132,-0.1025,-24.23333333,-187.017,-13.2,-97.316,"Youngstown",0.656806451612903,286.575806451613,0.21672193127438,-0.000262505602278348,-0.0498349214458498,-0.00677615483022752,-0.0858961809392453,-0.0312767364907021,-0.17508586950796,3.8646684181639,-54.2116537691092,-15.52757076389,-114.22056611112,-25.7765019734701,81.4927014777243,"05CH",51.52898,-111.32799
"92","Grassland","188",5,108,"05CH","2014-08-21",-8.78,-83.79,-0.00878,-0.08379,-0.018783333,-0.144833333,-0.0132,-0.1025,-24.23333333,-187.017,-13.2,-97.316,"Youngstown",0.722483870967742,291.888709677419,0.396423084970716,-0.00391770053843254,-0.0668676769865654,-0.00814323898457468,-0.0906553643518307,-0.0210234866139872,-0.122331665341322,3.14793216642156,-56.1511555788187,-13.6336007343145,-99.0688058745158,-25.7765019734701,96.5522946266842,"05CH",51.52898,-111.32799
"93","Grassland","202",2,23,"05BN","2014-05-24",-7.96,-105.15,-0.00796,-0.10515,-0.017916667,-0.13975,-0.01265,-0.0995,-22.96666667,-176.719,-12.65,-92.8445,"Brooks",0.643903225806452,282.066129032258,1.5,0.00131829146531345,-0.0399321916107759,-0.00570399102775587,-0.07946483687721,-0.0240961732960396,-0.204603658887671,6.16339804134855,-56.0893515908656,-35.9845808067157,-277.876646453726,-24.097297668457,0,"05BN",50.36546,-112.0232
"94","Grassland","202",3,24,"05BN","2014-06-11",-6.25,-96.8,-0.00625,-0.0968,-0.017916667,-0.13975,-0.01265,-0.0995,-22.96666667,-176.719,-12.65,-92.8445,"Brooks",0.60241935483871,286.572580645161,1.5,0.00375676156491927,-0.0317090991436019,-0.00507358717005206,-0.0792207936177528,-0.0208040840429707,-0.179724859135193,5.69770374352374,-61.1893516029766,-30.9210213076289,-237.368170461031,-24.097297668457,0,"05BN",50.36546,-112.0232
"95","Grassland","202",4,25,"05BN","2014-06-24",-9.29,-96.05,-0.00929,-0.09605,-0.017916667,-0.13975,-0.01265,-0.0995,-22.96666667,-176.719,-12.65,-92.8445,"Brooks",0.669838709677419,287.024193548387,0.54644836127375,-0.00047018414310322,-0.0501083796878773,-0.0063727417331181,-0.0828267614827327,-0.0265393522624689,-0.175978947198357,4.63373615322741,-53.0025911365174,-18.7158802768598,-139.727042214878,-24.097297668457,47.0103735174608,"05BN",50.36546,-112.0232
"96","Grassland","202",1,22,"05BN","2014-05-09",-13.53,-130.32,-0.01353,-0.13032,-0.017916667,-0.13975,-0.01265,-0.0995,-22.96666667,-176.719,-12.65,-92.8445,"Brooks",0.668451612903226,278.695161290323,0.501604560894772,4.09461334079906e-05,-0.0439915028539221,-0.00606520482123865,-0.0794566712138627,-0.0398699244507213,-0.277084634224066,5.57194590662718,-54.9315718833343,-26.7422262381056,-203.937809904844,-24.097297668457,0,"05BN",50.36546,-112.0232
"97","Grassland","203",1,26,"05BN","2014-05-13",-16.38,-143.33,-0.01638,-0.14333,-0.0183,-0.142583333,-0.01305,-0.1025,-23.16666667,-178.345,-13.05,-96.0965,"Lathom",0.622806451612903,279.179032258064,0.250075689420332,0.00245155206843098,-0.0344643699828171,-0.00557565470247873,-0.079991001769747,-0.0462308781255439,-0.293004010709089,5.01405721063228,-61.1997428898433,-23.8449789270477,-180.759831416382,-24.482692082723,5.57797893148011,"05BN",50.65699,-112.44963
"98","Grassland","203",2,27,"05BN","2014-05-27",-12.83,-128.14,-0.01283,-0.12814,-0.0183,-0.142583333,-0.01305,-0.1025,-23.16666667,-178.345,-13.05,-96.0965,"Lathom",0.599258064516129,283.040322580645,0.510999592032986,0.00381474562248261,-0.0306544223595935,-0.0052702100128697,-0.0804804176402941,-0.0367021627881394,-0.249645622574873,5.08984559351454,-62.8372810352085,-25.0286654456843,-190.229323565474,-24.482692082723,0,"05BN",50.65699,-112.44963
"99","Grassland","203",3,28,"05BN","2014-06-11",-9.8,-113.37,-0.0098,-0.11337,-0.0183,-0.142583333,-0.01305,-0.1025,-23.16666667,-178.345,-13.05,-96.0965,"Lathom",0.563096774193548,286.495161290323,0.736783490848783,0.00629321657388047,-0.0219193706509627,-0.00471783569174183,-0.0802356352597587,-0.0296510284468688,-0.211142658023584,4.92531952615309,-65.1018686436997,-24.4259100360225,-185.40728028818,-24.482692082723,0.49666383288927,"05BN",50.65699,-112.44963
"100","Grassland","203",4,29,"05BN","2014-06-25",-8.43,-103.33,-0.00843,-0.10333,-0.0183,-0.142583333,-0.01305,-0.1025,-23.16666667,-178.345,-13.05,-96.0965,"Lathom",0.627451612903226,286.862903225806,1.04844238418121,0.00166264739520559,-0.0424003237383107,-0.00595838346937965,-0.0836684825737276,-0.0247741909819861,-0.190313836080371,5.32200316162736,-58.4655133474814,-25.5659425606665,-194.527540485332,-24.482692082723,0,"05BN",50.65699,-112.44963
"101","Grassland","203",5,30,"05BN","2014-08-03",1.91,-49.4,0.00191,-0.0494,-0.0183,-0.142583333,-0.01305,-0.1025,-23.16666667,-178.345,-13.05,-96.0965,"Lathom",0.579612903225806,292.966129032258,1.5,0.00455435348391023,-0.0337301097927461,-0.00528546377441521,-0.0839809402339255,-0.00158752777984597,-0.0676741867639711,5.22488680984141,-59.3795338067971,-25.0006140480462,-190.004912384369,-24.482692082723,0,"05BN",50.65699,-112.44963
"102","Grassland","98",1,71,"05CH","2014-05-14",-13.28,-126.79,-0.01328,-0.12679,-0.01905,-0.14725,-0.013475,-0.1045,-24.56666667,-189.727,-13.475,-99.55175,"Spondin",0.625870967741936,278.233870967742,0.440097947732477,0.00187864757699207,-0.0366944125431339,-0.00615210177121036,-0.0829268930126321,-0.0376257596865348,-0.252139711982275,5.14872871482436,-58.4148826671326,-23.994518874032,-181.956150992256,-25.7018763224284,13.9639708734478,"05CH",51.90163,-111.69733
