Region,SbWtrshd,Site_ID,Date,Site_Visit,O,H,Opm,Hpm,P(18O),P(2H),Ps(18O),Ps(2H),18O_snow,2H_snow,18O_rain,2H_rain
Parkland,05FC,13,05-Aug-15,5,-9.828022,-93.95975,-0.00983,-0.09395975,-0.019091667,-0.147416667,-0.0135,-0.1045,-24.7,-190.811,-13.5,-99.755
Parkland,05FC,18,06-May-15,1,-13.152336,-125.573537,-0.01315,-0.125573537,-0.018991667,-0.146666667,-0.013425,-0.1035,-24.7,-190.811,-13.425,-99.14525
Parkland,05FC,18,25-May-15,2,-10.166941,-112.814852,-0.01017,-0.112814852,-0.018991667,-0.146666667,-0.013425,-0.1035,-24.7,-190.811,-13.425,-99.14525
Parkland,05FC,18,15-Jun-15,3,-7.135059,-91.579244,-0.00714,-0.091579244,-0.018991667,-0.146666667,-0.013425,-0.1035,-24.7,-190.811,-13.425,-99.14525
Parkland,05FC,182,06-May-15,1,-9.473705,-103.270809,-0.00947,-0.103270809,-0.019025,-0.147083333,-0.0134,-0.10375,-24.7,-190.811,-13.4,-98.942
Parkland,05FC,182,17-May-15,2,-4.568992,-74.968254,-0.00457,-0.074968254,-0.019025,-0.147083333,-0.0134,-0.10375,-24.5,-189.185,-13.4,-98.942
Parkland,05FC,321,05-May-15,1,-12.253401,-118.241356,-0.01225,-0.118241356,-0.018958333,-0.146416667,-0.01335,-0.10325,-24.5,-189.185,-13.35,-98.5355
Parkland,05FC,321,26-May-15,2,-4.206693,-81.05671,-0.00421,-0.08105671,-0.018958333,-0.146416667,-0.01335,-0.10325,-24.5,-189.185,-13.35,-98.5355
Parkland,05FC,321,15-Jun-15,3,-4.84,-76.15692,-0.00484,-0.07615692,-0.018958333,-0.146416667,-0.01335,-0.10325,-24.5,-189.185,-13.35,-98.5355
Parkland,05FC,344,09-May-15,1,-13.08617,-120.000564,-0.01309,-0.120000564,-0.019133333,-0.147916667,-0.013675,-0.1055,-24.5,-189.185,-13.675,-101.17775
Parkland,05FC,344,19-May-15,2,-11.778823,-112.77404,-0.01178,-0.11277404,-0.019133333,-0.147916667,-0.013675,-0.1055,-24.66666667,-190.54,-13.675,-101.17775
Parkland,05FC,344,17-Jun-15,3,-8.018914,-96.332891,-0.00802,-0.096332891,-0.019133333,-0.147916667,-0.013675,-0.1055,-24.66666667,-190.54,-13.675,-101.17775
Parkland,05FC,344,27-Jun-15,4,-7.717735,-93.37525,-0.00772,-0.09337525,-0.019133333,-0.147916667,-0.013675,-0.1055,-24.66666667,-190.54,-13.675,-101.17775
Parkland,05FC,344,22-Jul-15,5,-7.67147,-88.90652,-0.00767,-0.08890652,-0.019133333,-0.147916667,-0.013675,-0.1055,-24.66666667,-190.54,-13.675,-101.17775
Parkland,05FC,368,05-May-15,1,-14.75,-130.481664,-0.01475,-0.130481664,-0.018966667,-0.146416667,-0.01325,-0.10275,-24.86666667,-192.166,-13.25,-97.7225
Parkland,05FC,368,26-May-15,2,-11.66682,-118.298082,-0.01167,-0.118298082,-0.018966667,-0.146416667,-0.01325,-0.10275,-24.86666667,-192.166,-13.25,-97.7225
Parkland,05FC,368,15-Jun-15,3,-10.721528,-109.742446,-0.01072,-0.109742446,-0.018966667,-0.146416667,-0.01325,-0.10275,-24.86666667,-192.166,-13.25,-97.7225
Parkland,05FC,368,27-Jun-15,4,-11.003863,-108.237109,-0.011,-0.108237109,-0.018966667,-0.146416667,-0.01325,-0.10275,-24.36666667,-188.101,-13.25,-97.7225
Parkland,05FC,368,05-Aug-15,5,-9.477936,-92.071321,-0.00948,-0.092071321,-0.018966667,-0.146416667,-0.01325,-0.10275,-24.36666667,-188.101,-13.25,-97.7225
,Restored,Baron-01,05-May-15,1,-10.52533,-112.325527,-0.01053,-0.112325527,-0.019116667,-0.147666667,-0.01355,-0.10475,-24.36666667,-188.101,-13.55,-100.1615
,Restored,Baron-01,20-May-15,2,-6.933024,-93.94986,-0.00693,-0.09394986,-0.019116667,-0.147666667,-0.01355,-0.10475,-24.36666667,-188.101,-13.55,-100.1615
,Restored,Beltz-03,06-May-15,1,-14.756691,-131.658249,-0.01476,-0.131658249,-0.019166667,-0.148,-0.01365,-0.1055,-24.36666667,-188.101,-13.65,-100.9745
,Restored,Beltz-03,26-May-15,2,-11.782531,-116.43256,-0.01178,-0.11643256,-0.019166667,-0.148,-0.01365,-0.1055,-24.36666667,-188.101,-13.65,-100.9745
,Restored,Beltz-03,18-Jun-15,3,-9.432393,-106.363457,-0.00943,-0.106363457,-0.019166667,-0.148,-0.01365,-0.1055,-24.36666667,-188.101,-13.65,-100.9745
,Restored,Beltz-03,24-Jun-15,4,-8.668807,-104.510257,-0.00867,-0.104510257,-0.019166667,-0.148,-0.01365,-0.1055,-24.36666667,-188.101,-13.65,-100.9745
,Restored,Beltz-03,23-Jul-15,5,-7.50566,-93.874688,-0.00751,-0.093874688,-0.019166667,-0.148,-0.01365,-0.1055,-24.36666667,-188.101,-13.65,-100.9745
,Restored,Bergq-07,01-May-15,1,-14.635685,-130.26451,-0.01464,-0.13026451,-0.019125,-0.148,-0.013425,-0.10375,-24.36666667,-188.101,-13.425,-99.14525
,Restored,Bergq-07,23-May-15,2,-10.819844,-110.590622,-0.01082,-0.110590622,-0.019125,-0.148,-0.013425,-0.10375,-24.86666667,-192.166,-13.425,-99.14525
,Restored,Bergq-07,14-Jun-15,3,-7.225893,-92.8816,-0.00723,-0.0928816,-0.019125,-0.148,-0.013425,-0.10375,-24.86666667,-192.166,-13.425,-99.14525
,Restored,Bergq-07,27-Jun-15,4,-5.15747,-84.060731,-0.00516,-0.084060731,-0.019125,-0.148,-0.013425,-0.10375,-24.86666667,-192.166,-13.425,-99.14525
,Restored,Bergq-07,07-Aug-15,5,-5.466666,-80.547025,-0.00547,-0.080547025,-0.019125,-0.148,-0.013425,-0.10375,-24.86666667,-192.166,-13.425,-99.14525
,Restored,Busen-01,01-May-15,1,-16.186251,-139.729701,-0.01619,-0.139729701,-0.01915,-0.148083333,-0.01345,-0.10375,-24.76666667,-191.353,-13.45,-99.3485
,Restored,Busen-01,24-May-15,2,-10.268136,-114.213271,-0.01027,-0.114213271,-0.01915,-0.148083333,-0.01345,-0.10375,-24.76666667,-191.353,-13.45,-99.3485
,Restored,Caine-01,04-May-15,1,-12.27786,-121.03987,-0.01228,-0.12103987,-0.019125,-0.147833333,-0.01355,-0.10475,-24.76666667,-191.353,-13.55,-100.1615
,Restored,Caine-01,21-May-15,2,-8.400725,-102.393204,-0.0084,-0.102393204,-0.019125,-0.147833333,-0.01355,-0.10475,-24.76666667,-191.353,-13.55,-100.1615
,Restored,Colli-02,07-May-15,1,-15.260564,-133.915088,-0.01526,-0.133915088,-0.01925,-0.14875,-0.013875,-0.10725,-25.1,-194.063,-13.875,-102.80375
,Restored,Colli-02,25-May-15,2,-11.3797,-112.546985,-0.01138,-0.112546985,-0.01925,-0.14875,-0.013875,-0.10725,-25.1,-194.063,-13.875,-102.80375
,Restored,Colli-02,17-Jun-15,3,-6.622346,-88.302746,-0.00662,-0.088302746,-0.01925,-0.14875,-0.013875,-0.10725,-25.03333333,-193.521,-13.875,-102.80375
,Restored,Colli-02,23-Jun-15,4,-4.499448,-85.852678,-0.0045,-0.085852678,-0.01925,-0.14875,-0.013875,-0.10725,-25.03333333,-193.521,-13.875,-102.80375
,Restored,Forbs-10,02-May-15,1,-13.505779,-130.467108,-0.01351,-0.130467108,-0.019108333,-0.147666667,-0.01345,-0.10375,-25.03333333,-193.521,-13.45,-99.3485
,Restored,Forbs-10,23-May-15,2,-8.626932,-104.227864,-0.00863,-0.104227864,-0.019108333,-0.147666667,-0.01345,-0.10375,-25.03333333,-193.521,-13.45,-99.3485
,Restored,Forbs-10,13-Jun-15,3,-4.03863,-78.638834,-0.00404,-0.078638834,-0.019108333,-0.147666667,-0.01345,-0.10375,-25.03333333,-193.521,-13.45,-99.3485
,Restored,Gilbe-02,05-May-15,1,-15.859596,-133.20263,-0.01586,-0.13320263,-0.0191,-0.147666667,-0.01355,-0.10475,-25.2,-194.876,-13.55,-100.1615
,Restored,Gilbe-02,20-May-15,2,-13.906555,-124.25136,-0.01391,-0.12425136,-0.0191,-0.147666667,-0.01355,-0.10475,-25.2,-194.876,-13.55,-100.1615
,Restored,Gilbe-02,17-Jun-15,3,-10.888147,-108.704407,-0.01089,-0.108704407,-0.0191,-0.147666667,-0.01355,-0.10475,-25.2,-194.876,-13.55,-100.1615
,Restored,Gilbe-02,25-Jun-15,4,-9.784391,-106.043686,-0.00978,-0.106043686,-0.0191,-0.147666667,-0.01355,-0.10475,-25.2,-194.876,-13.55,-100.1615
,Restored,Gilbe-02,21-Jul-15,5,-8.801303,-97.133728,-0.0088,-0.097133728,-0.0191,-0.147666667,-0.01355,-0.10475,-25.2,-194.876,-13.55,-100.1615
,Restored,Grand-06,05-May-15,1,-13.647199,-123.45265,-0.01365,-0.12345265,-0.019108333,-0.147583333,-0.013625,-0.10525,-25.13333333,-194.334,-13.625,-100.77125
,Restored,Grand-06,26-May-15,2,-10.53871,-109.931044,-0.01054,-0.109931044,-0.019108333,-0.147583333,-0.013625,-0.10525,-25.13333333,-194.334,-13.625,-100.77125
,Restored,Grand-06,20-Jun-15,3,-8.644071,-99.290477,-0.00864,-0.099290477,-0.019108333,-0.147583333,-0.013625,-0.10525,-25.13333333,-194.334,-13.625,-100.77125
,Restored,Grand-06,24-Jun-15,4,-7.728022,-97.115177,-0.00773,-0.097115177,-0.019108333,-0.147583333,-0.013625,-0.10525,-25.13333333,-194.334,-13.625,-100.77125
,Restored,Grand-06,25-Jul-15,5,-6.953531,-89.667044,-0.00695,-0.089667044,-0.019108333,-0.147583333,-0.013625,-0.10525,-24.76666667,-191.353,-13.625,-100.77125
,Restored,Green-03,04-May-15,1,-13.870916,-127.272246,-0.01387,-0.127272246,-0.0191,-0.147416667,-0.01355,-0.1045,-24.76666667,-191.353,-13.55,-100.1615
,Restored,Green-03,21-May-15,2,-10.445486,-110.492561,-0.01045,-0.110492561,-0.0191,-0.147416667,-0.01355,-0.1045,-24.76666667,-191.353,-13.55,-100.1615
,Restored,Green-03,20-Jun-15,3,-5.29585,-86.122823,-0.0053,-0.086122823,-0.0191,-0.147416667,-0.01355,-0.1045,-24.76666667,-191.353,-13.55,-100.1615
,Restored,Green-03,25-Jun-15,4,-4.07612,-81.826257,-0.00408,-0.081826257,-0.0191,-0.147416667,-0.01355,-0.1045,-24.76666667,-191.353,-13.55,-100.1615
,Restored,Green-03,24-Jul-15,5,-9.044637,-97.359769,-0.00904,-0.097359769,-0.0191,-0.147416667,-0.01355,-0.1045,-25.43333333,-196.773,-13.55,-100.1615
,Restored,Heber-03,05-May-15,1,-10.041561,-108.829453,-0.01004,-0.108829453,-0.019108333,-0.147666667,-0.013625,-0.10525,-25.43333333,-196.773,-13.625,-100.77125
,Restored,Heber-03,26-May-15,2,-4.786566,-82.268539,-0.00479,-0.082268539,-0.019108333,-0.147666667,-0.013625,-0.10525,-25.43333333,-196.773,-13.625,-100.77125
,Restored,Heber-03,16-Jun-15,3,-3.032692,-72.817803,-0.00303,-0.072817803,-0.019108333,-0.147666667,-0.013625,-0.10525,-25.43333333,-196.773,-13.625,-100.77125
,Restored,Heber-03,24-Jun-15,4,-2.300105,-69.267176,-0.0023,-0.069267176,-0.019108333,-0.147666667,-0.013625,-0.10525,-25.43333333,-196.773,-13.625,-100.77125
,Restored,Heber-03,29-Jul-15,5,-4.114402,-74.070396,-0.00411,-0.074070396,-0.019108333,-0.147666667,-0.013625,-0.10525,-24.8,-191.624,-13.625,-100.77125
,Restored,Hille-03,04-May-15,1,-11.883551,-111.851241,-0.01188,-0.111851241,-0.0191,-0.147666667,-0.01355,-0.10475,-24.8,-191.624,-13.55,-100.1615
,Restored,Hille-03,20-May-15,2,-9.941184,-103.774369,-0.00994,-0.103774369,-0.0191,-0.147666667,-0.01355,-0.10475,-24.8,-191.624,-13.55,-100.1615
,Restored,Hille-03,missing,3,-7.502151,-90.189489,-0.0075,-0.090189489,-0.0191,-0.147666667,-0.01355,-0.10475,-24.8,-191.624,-13.55,-100.1615
,Restored,Hille-03,25-Jun-15,4,-6.523115,-88.412935,-0.00652,-0.088412935,-0.0191,-0.147666667,-0.01355,-0.10475,-24.8,-191.624,-13.55,-100.1615
,Restored,Hille-03,20-Jul-15,5,-6.226984,-83.94628,-0.00623,-0.08394628,-0.0191,-0.147666667,-0.01355,-0.10475,-24.8,-191.624,-13.55,-100.1615
,Restored,Holt-04,03-May-15,1,-16.056269,-139.503067,-0.01606,-0.139503067,-0.019141667,-0.147833333,-0.01355,-0.10425,-24.8,-191.624,-13.55,-100.1615
,Restored,Holt-04,27-May-15,2,-11.696256,-118.087204,-0.0117,-0.118087204,-0.019141667,-0.147833333,-0.01355,-0.10425,-24.8,-191.624,-13.55,-100.1615
,Restored,Holt-04,16-Jun-15,3,-8.852908,-102.072097,-0.00885,-0.102072097,-0.019141667,-0.147833333,-0.01355,-0.10425,-24.8,-191.624,-13.55,-100.1615
,Restored,Holt-04,26-Jun-15,4,-7.927991,-97.818402,-0.00793,-0.097818402,-0.019141667,-0.147833333,-0.01355,-0.10425,-24.8,-191.624,-13.55,-100.1615
,Restored,Holt-04,27-Jul-15,5,-9.018702,-98.104256,-0.00902,-0.098104256,-0.019141667,-0.147833333,-0.01355,-0.10425,-24.8,-191.624,-13.55,-100.1615
,Restored,Hwy53-02,04-May-15,1,-10.121178,-105.7258,-0.01012,-0.1057258,-0.019108333,-0.147666667,-0.01355,-0.10475,-24.76666667,-191.353,-13.55,-100.1615
,Restored,Hwy53-02,21-May-15,2,-8.625276,-97.634463,-0.00863,-0.097634463,-0.019108333,-0.147666667,-0.01355,-0.10475,-24.76666667,-191.353,-13.55,-100.1615
,Restored,Hwy53-02,18-Jun-15,3,-7.024909,-87.378391,-0.00702,-0.087378391,-0.019108333,-0.147666667,-0.01355,-0.10475,-24.76666667,-191.353,-13.55,-100.1615
,Restored,Hwy53-02,25-Jun-15,4,-6.440565,-86.870709,-0.00644,-0.086870709,-0.019108333,-0.147666667,-0.01355,-0.10475,-24.76666667,-191.353,-13.55,-100.1615
,Restored,Hwy53-02,04-Aug-15,5,-5.617942,-81.849426,-0.00562,-0.081849426,-0.019108333,-0.147666667,-0.01355,-0.10475,-24.76666667,-191.353,-13.55,-100.1615
,Restored,Kerbe-02,06-May-15,1,-12.326681,-116.478018,-0.01233,-0.116478018,-0.019225,-0.1485,-0.013775,-0.1065,-24.73333333,-191.082,-13.775,-101.99075
,Restored,Kerbe-02,25-May-15,2,-10.565945,-107.584336,-0.01057,-0.107584336,-0.019225,-0.1485,-0.013775,-0.1065,-24.73333333,-191.082,-13.775,-101.99075
,Restored,Kerbe-02,16-Jun-15,3,-8.869848,-98.813169,-0.00887,-0.098813169,-0.019225,-0.1485,-0.013775,-0.1065,-24.73333333,-191.082,-13.775,-101.99075
,Restored,Kerbe-02,24-Jun-15,4,-7.223714,-95.688764,-0.00722,-0.095688764,-0.019225,-0.1485,-0.013775,-0.1065,-24.73333333,-191.082,-13.775,-101.99075
,Restored,Kerbe-02,23-Jul-15,5,-7.300255,-91.164563,-0.0073,-0.091164563,-0.019225,-0.1485,-0.013775,-0.1065,-24.93333333,-192.708,-13.775,-101.99075
,Restored,Kinvi-03,06-May-15,1,-9.440466,-101.25752,-0.00944,-0.10125752,-0.019283333,-0.148916667,-0.0139,-0.1075,-24.93333333,-192.708,-13.9,-103.007
,Restored,Kinvi-03,25-May-15,2,-7.448828,-93.035126,-0.00745,-0.093035126,-0.019283333,-0.148916667,-0.0139,-0.1075,-24.93333333,-192.708,-13.9,-103.007
,Restored,Kinvi-03,17-Jun-15,3,-5.653721,-84.276599,-0.00565,-0.084276599,-0.019283333,-0.148916667,-0.0139,-0.1075,-24.93333333,-192.708,-13.9,-103.007
,Restored,Kinvi-03,23-Jun-15,4,-5.357535,-84.565947,-0.00536,-0.084565947,-0.019283333,-0.148916667,-0.0139,-0.1075,-24.93333333,-192.708,-13.9,-103.007
,Restored,Kinvi-03,28-Jul-15,5,-5.116331,-80.718822,-0.00512,-0.080718822,-0.019283333,-0.148916667,-0.0139,-0.1075,-24.93333333,-192.708,-13.9,-103.007
,Restored,Kinvi-06,06-May-15,1,-10.478092,-108.421233,-0.01048,-0.108421233,-0.019275,-0.148916667,-0.0139,-0.1075,-24.93333333,-192.708,-13.9,-103.007
,Restored,Kinvi-06,25-May-15,2,-8.44426,-97.523218,-0.00844,-0.097523218,-0.019275,-0.148916667,-0.0139,-0.1075,-24.93333333,-192.708,-13.9,-103.007
,Restored,Kinvi-06,17-Jun-15,3,-6.406038,-88.052076,-0.00641,-0.088052076,-0.019275,-0.148916667,-0.0139,-0.1075,-24.93333333,-192.708,-13.9,-103.007
,Restored,Kinvi-06,23-Jun-15,4,-7.591215,-92.271934,-0.00759,-0.092271934,-0.019275,-0.148916667,-0.0139,-0.1075,-24.8,-191.624,-13.9,-103.007
,Restored,Kinvi-06,28-Jul-15,5,-7.171996,-90.979008,-0.00717,-0.090979008,-0.019275,-0.148916667,-0.0139,-0.1075,-24.8,-191.624,-13.9,-103.007
,Restored,Labyr-02,01-May-15,1,-11.374483,-109.250225,-0.01137,-0.109250225,-0.019125,-0.147833333,-0.01345,-0.10375,-24.8,-191.624,-13.45,-99.3485
,Restored,Labyr-56,03-May-15,1,-18.008945,-148.456835,-0.01801,-0.148456835,-0.0191,-0.14775,-0.013425,-0.10375,-24.8,-191.624,-13.425,-99.14525
,Restored,Labyr-56,23-May-15,2,-14.403318,-128.330559,-0.0144,-0.128330559,-0.0191,-0.14775,-0.013425,-0.10375,-24.8,-191.624,-13.425,-99.14525
,Restored,Labyr-56,16-Jun-15,3,-8.305704,-101.444465,-0.00831,-0.101444465,-0.0191,-0.14775,-0.013425,-0.10375,-24.8,-191.624,-13.425,-99.14525
,Restored,Labyr-56,27-Jun-15,4,-3.863954,-85.442493,-0.00386,-0.085442493,-0.0191,-0.14775,-0.013425,-0.10375,-24.8,-191.624,-13.425,-99.14525
,Restored,Mika-10,03-May-15,1,-14.163019,-129.21299,-0.01416,-0.12921299,-0.019091667,-0.1475,-0.013625,-0.10525,-24.8,-191.624,-13.625,-100.77125
,Restored,Mika-10,27-May-15,2,-8.883332,-105.511461,-0.00888,-0.105511461,-0.019091667,-0.1475,-0.013625,-0.10525,-24.8,-191.624,-13.625,-100.77125
,Restored,Mika-10,17-Jun-15,3,-6.543904,-91.31472,-0.00654,-0.09131472,-0.019091667,-0.1475,-0.013625,-0.10525,-24.8,-191.624,-13.625,-100.77125
,Restored,Mika-10,24-Jun-15,4,-5.467489,-87.954976,-0.00547,-0.087954976,-0.019091667,-0.1475,-0.013625,-0.10525,-24.8,-191.624,-13.625,-100.77125
,Restored,Mika-10,19-Jul-15,5,-10.529127,-102.315418,-0.01053,-0.102315418,-0.019091667,-0.1475,-0.013625,-0.10525,-24.8,-191.624,-13.625,-100.77125
,Restored,Ozmen-05,02-May-15,1,-16.674909,-144.383928,-0.01667,-0.144383928,-0.019066667,-0.14725,-0.013375,-0.103,-24.8,-191.624,-13.375,-98.73875
,Restored,Ozmen-05,24-May-15,2,-12.617904,-124.053029,-0.01262,-0.124053029,-0.019066667,-0.14725,-0.013375,-0.103,-24.8,-191.624,-13.375,-98.73875
,Restored,Ozmen-05,15-Jun-15,3,-9.842123,-109.022372,-0.00984,-0.109022372,-0.019066667,-0.14725,-0.013375,-0.103,-24.8,-191.624,-13.375,-98.73875
,Restored,Ozmen-05,26-Jun-15,4,-9.239856,-106.029712,-0.00924,-0.106029712,-0.019066667,-0.14725,-0.013375,-0.103,-24.8,-191.624,-13.375,-98.73875
,Restored,Parlb-01,03-May-15,1,-18.267602,-146.771888,-0.01827,-0.146771888,-0.019116667,-0.147583333,-0.013625,-0.10525,-24.8,-191.624,-13.625,-100.77125
,Restored,Parlb-01,27-May-15,2,-14.45911,-128.147448,-0.01446,-0.128147448,-0.019116667,-0.147583333,-0.013625,-0.10525,-24.8,-191.624,-13.625,-100.77125
,Restored,Parlb-01,20-Jun-15,3,-13.64891,-118.494533,-0.01365,-0.118494533,-0.019116667,-0.147583333,-0.013625,-0.10525,-24.8,-191.624,-13.625,-100.77125
,Restored,Parlb-01,26-Jun-15,4,-13.385904,-118.034958,-0.01339,-0.118034958,-0.019116667,-0.147583333,-0.013625,-0.10525,-24.8,-191.624,-13.625,-100.77125
,Restored,Parlb-01,22-Jul-15,5,-12.897627,-112.594461,-0.0129,-0.112594461,-0.019116667,-0.147583333,-0.013625,-0.10525,-24.8,-191.624,-13.625,-100.77125
,Restored,Pearl-06,02-May-15,1,-14.401431,-130.36859,-0.0144,-0.13036859,-0.019041667,-0.147083333,-0.01335,-0.10325,-24.8,-191.624,-13.35,-98.5355
,Restored,Pearl-06,24-May-15,2,-7.133565,-95.956302,-0.00713,-0.095956302,-0.019041667,-0.147083333,-0.01335,-0.10325,-24.8,-191.624,-13.35,-98.5355
,Restored,Pearl-06,14-Jun-15,3,-11.566095,-111.569418,-0.01157,-0.111569418,-0.019041667,-0.147083333,-0.01335,-0.10325,-24.8,-191.624,-13.35,-98.5355
,Restored,Retta-09,01-May-15,1,-16.673725,-140.933051,-0.01667,-0.140933051,-0.019125,-0.148,-0.013425,-0.10375,-24.8,-191.624,-13.425,-99.14525
,Restored,Retta-09,23-May-15,2,-10.383958,-111.309698,-0.01038,-0.111309698,-0.019125,-0.148,-0.013425,-0.10375,-24.8,-191.624,-13.425,-99.14525
,Restored,Retta-09,13-Jun-15,3,-7.219704,-86.417569,-0.00722,-0.086417569,-0.019125,-0.148,-0.013425,-0.10375,-24.8,-191.624,-13.425,-99.14525
